CollectionCode,HMS,StructuredFormula,StructureType,Reference,CellParameter,Temperature,ANXFormula,ChemicalName,MineralGroup,MineralSuperGroup,CalculatedDensity(g/cm3),PublicationYear,Pdf,DOI or Link,
247243,F d -3 m Z,Nd2 (In Nb O7),Ca2Nb2O7,"Solid State Sciences (2010) 12, (4) p. 570-577",10.5651(9) 10.5651(9) 10.5651(9) 90. 90. 90.,293,A2B2X7,Dineodymium indio(III)niobate(V),,,6.85,2010,01-078-7098,,
247244,F d -3 m Z,Gd2 (In Nb O7),Ca2Nb2O7,"Solid State Sciences (2010) 12, (4) p. 570-577",10.4839(6) 10.4839(6) 10.4839(6) 90. 90. 90.,293,A2B2X7,Digadolinium indio(III)niobate(V),,,7.31,2010,01-078-7099,,
247301,F d -3 m Z,Mn2 Sb2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2010) 183, (4) p. 890-894",10.1664(3) 10.1664(3) 10.1664(3) 90. 90. 90.,293,A2B2X7,Dimanganese(II) antimonate(V) oxide,,,5.88,2010,01-078-7153,,
247302,F d -3 m Z,Co2 Sb2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2010) 183, (4) p. 890-894",10.0489(6) 10.0489(6) 10.0489(6) 90. 90. 90.,293,A2B2X7,Dicobalt(II) antimonate(V) oxide,,,6.2,2010,01-078-7154,,
247303,F d -3 m Z,Ni2 Sb2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2010) 183, (4) p. 890-894",9.9685(7) 9.9685(7) 9.9685(7) 90. 90. 90.,293,A2B2X7,Dinickel antimonate(V) oxide,,,6.34,2010,01-078-7155,,
248559,F d -3 m Z,Y2 Cr Sb O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2014) 215,  p. 171-175",10.1621(1) 10.1621(1) 10.1621(1) 90. 90. 90.,293,A2B2X7,Diyttrium chromium(III) antimony(V) heptaoxide,,,5.87,2014,01-083-9817,,
248560,F d -3 m Z,Tb2 Cr Sb O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2014) 215,  p. 171-175",10.2199(1) 10.2199(1) 10.2199(1) 90. 90. 90.,293,A2B2X7,Diterbium chromium(III) antimony(V) heptaoxide,,,7.51,2014,01-083-9818,,
248561,F d -3 m Z,Dy2 Cr Sb O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2014) 215,  p. 171-175",10.1954(1) 10.1954(1) 10.1954(1) 90. 90. 90.,293,A2B2X7,Didysprosium chromium(III) antimony(V) heptaoxide,,,7.66,2014,01-083-9819,,
248562,F d -3 m Z,Ho2 Cr Sb O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2014) 215,  p. 171-175",10.17503(9) 10.17503(9) 10.17503(9) 90. 90. 90.,293,A2B2X7,Diholmium chromium(III) antimony(V) heptaoxide,,,7.76,2014,01-083-9820,,
248563,F d -3 m Z,Er2 Cr Sb O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2014) 215,  p. 171-175",10.1464(1) 10.1464(1) 10.1464(1) 90. 90. 90.,293,A2B2X7,Dierbium chromium(III) antimony(V) heptaoxide,,,7.89,2014,01-083-9821,,
248564,F d -3 m Z,Ho2 Cr Sb O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2014) 215,  p. 171-175",10.1739(3) 10.1739(3) 10.1739(3) 90. 90. 90.,293,A2B2X7,Diholmium chromium(III) antimony(V) heptaoxide,,,7.77,2014,01-083-9822,,
248646,F d -3 m Z,Nd2 Zr2 O7,Eu2Zr2O7,"Solid State Ionics (2014) 262,  p. 551-554",10.704(1) 10.704(1) 10.704(1) 90. 90. 90.,1098,A2B2X7,Dineodymium dizirconate,,,6.31,2014,01-083-9903,,
248648,F d -3 m Z,La2 Zr2 O7,Eu2Zr2O7,"Solid State Ionics (2014) 262,  p. 551-554",10.875(1) 10.875(1) 10.875(1) 90. 90. 90.,1070,A2B2X7,Dilanthanum dizirconate,,,5.91,2014,01-083-9905,,
248649,F d -3 m Z,La2 Zr2 O7,Eu2Zr2O7,"Solid State Ionics (2014) 262,  p. 551-554",10.906(1) 10.906(1) 10.906(1) 90. 90. 90.,1435,A2B2X7,Dilanthanum dizirconate,,,5.86,2014,01-083-9906,,
248878,F d -3 m Z,La2 (Zr2 O7),Ca2Nb2O7,"Inorganic Chemistry (2012) 51, (24) p. 13237-13244",10.78864(10) 10.78864(10) 10.78864(10) 90. 90. 90.,293,A2B2X7,Dilanthanum dizirconate,,,6.05,2012,01-084-2632,,
249021,F d -3 m Z,(Bi2 O3)0.4 (Mn2 O2.625)0.3 (Nb2 O5)0.3,Bi2Ti2O7,"Journal of Solid State Chemistry (2006) 179, (11) p. 3467-3477",10.47241 10.47241 10.47241 90. 90. 90.,12,A2B2X7,Bismuth manganese niobium oxide,,,7.21,2006,01-076-4091,,
249022,F d -3 m Z,(Bi2 O3)0.4 (Mn2 O2.625)0.3 (Nb2 O5)0.3,Bi2Ti2O7,"Journal of Solid State Chemistry (2006) 179, (11) p. 3467-3477",10.47616 10.47616 10.47616 90. 90. 90.,293,A2B2X7,Bismuth manganese niobium oxide,,,7.2,2006,01-076-4092,,
249063,F d -3 m Z,(Dy1.93 Ti0.07) ((Ti1.93 Dy0.07) O7),Eu2Zr2O7,"Journal of Solid State Chemistry (2006) 179, (10) p. 3126-3135",10.1365(11) 10.1365(11) 10.1365(11) 90 90 90,293,A2B2X7,Dysprosium titanatium oxide (2/2/7),,,6.8,2006,,,
249064,F d -3 m Z,(Ti0.04 Dy1.86) (Ti1.86 Dy0.14) O6.95,Eu2Zr2O7,"Journal of Solid State Chemistry (2006) 179, (10) p. 3126-3135",10.16225(21) 10.16225(21) 10.16225(21) 90 90 90,293,A2B2X7,Dysprosium titanatium oxide (2.1/1.9/6.95),,,6.67,2006,,,
249070,F d -3 m Z,Er2 (Ti2 O7),Eu2Zr2O7,"Journal of Solid State Chemistry (2006) 179, (10) p. 3126-3135",10.0760(28) 10.0760(28) 10.0760(28) 90 90 90,293,A2B2X7,Erbium dititanate,,,7.04,2006,,,
249071,F d -3 m Z,(Ti0.02 Er1.98) (Ti1.89 Er0.11) O6.95,Eu2Zr2O7,"Journal of Solid State Chemistry (2006) 179, (10) p. 3126-3135",10.116(6) 10.116(6) 10.116(6) 90 90 90,293,A2B2X7,Erbium titanium oxide (2.1/1.9/6.95),,,7.09,2006,01-076-4131,,
249077,F d -3 m Z,(Ho1.97  Ti0.03) ((Ti1.97 Ho0.03) O7),Eu2Zr2O7,"Journal of Solid State Chemistry (2006) 179, (10) p. 3126-3135",10.10486(20) 10.10486(20) 10.10486(20) 90 90 90,293,A2B2X7,Diholmium dititanate,,,6.92,2006,,,
249078,F d -3 m Z,(Ho1.97 Ti0.03) ((Ti1.97 Ho0.03) O6.95),Eu2Zr2O7,"Journal of Solid State Chemistry (2006) 179, (10) p. 3126-3135",10.1333(21) 10.1333(21) 10.1333(21) 90 90 90,293,A2B2X7,Holmium titanium oxide (2.1/1.9/6.95),,,6.85,2006,01-076-4137,,
249084,F d -3 m Z,(Lu1.96 Ti0.04) ((Lu0.04 Ti1.96) O7),Eu2Zr2O7,"Journal of Solid State Chemistry (2006) 179, (10) p. 3126-3135",10.01977(15) 10.01977(15) 10.01977(15) 90 90 90,293,A2B2X7,Dilutetium dititanate,,,7.37,2006,,,
249087,F d -3 m Z,(Tb1.93 Ti0.07) ((Tb0.07 Ti1.93) O7),Eu2Zr2O7,"Journal of Solid State Chemistry (2006) 179, (10) p. 3126-3135",10.16945(21) 10.16945(21) 10.16945(21) 90 90 90,293,A2B2X7,Diterbium dititanate,,,6.64,2006,,,
249088,F d -3 m Z,(Tb1.97 Ti0.03) ((Tb0.03 Ti1.97) O6.95),Eu2Zr2O7,"Journal of Solid State Chemistry (2006) 179, (10) p. 3126-3135",10.19288(19) 10.19288(19) 10.19288(19) 90 90 90,293,A2B2X7,Terbium titanium oxide (2.1/1.9/6.95),,,6.58,2006,01-076-4141,,
249092,F d -3 m Z,(Tm1.996 Ti0.004) ((Tm0.004 Ti1.996) O7),Eu2Zr2O7,"Journal of Solid State Chemistry (2006) 179, (10) p. 3126-3135",10.05440(46) 10.05440(46) 10.05440(46) 90 90 90,293,A2B2X7,Dithulium dititanate,,,7.13,2006,,,
249093,F d -3 m Z,Tm2  ((Tm0.042 Ti1.958) O6.95),Eu2Zr2O7,"Journal of Solid State Chemistry (2006) 179, (10) p. 3126-3135",10.0843(4) 10.0843(4) 10.0843(4) 90 90 90,293,A2B2X7,Thulium titanium oxide (2.1/1.9/6.95),,,7.12,2006,,,
249099,F d -3 m Z,Yb2 (Ti2 O7),Eu2Zr2O7,"Journal of Solid State Chemistry (2006) 179, (10) p. 3126-3135",10.0327(1) 10.0327(1) 10.0327(1) 90 90 90,293,A2B2X7,Diytterbium dititanate,,,7.29,2006,,,
249100,F d -3 m Z,Yb2 ((Yb0.05 Ti1.95) O6.95),Eu2Zr2O7,"Journal of Solid State Chemistry (2006) 179, (10) p. 3126-3135",10.0565(12) 10.0565(12) 10.0565(12) 90 90 90,293,A2B2X7,Ytterbium titanium oxide (2.1/1.9/6.95),,,7.31,2006,,,
249909,F d -3 m Z,K Y (Ta2 O7),Ca2Nb2O7,"Journal of the American Chemical Society (2009) 131, (33) p. 11652-11653",10.4476(7) 10.4476(7) 10.4476(7) 90.0 90.0 90.0,293,A2B2X7,Potassium yttrium ditantalate(V),,,7.01,2009,01-078-7424,,
249910,F d -3 m Z,K Lu (Ta2 O7),Ca2Nb2O7,"Journal of the American Chemical Society (2009) 131, (33) p. 11652-11653",10.3847(7) 10.3847(7) 10.3847(7) 90.0 90.0 90.0,293,A2B2X7,Potassium lutetium ditantalate(V),,,8.16,2009,01-078-7425,,
249972,F d -3 m Z,Pr2 (Zr2 O7),Ca2Nb2O7,"Inorganic Chemistry (2009) 48, (24) p. 11498-11500",10.7099(2) 10.7099(2) 10.7099(2) 90.0 90.0 90.0,293,A2B2X7,Dipraseodymium dizirconate,,,6.23,2009,01-078-7481,,
249974,F d -3 m Z,Nd2 (Zr2 O7),Ca2Nb2O7,"Inorganic Chemistry (2009) 48, (24) p. 11498-11500",10.6969(2) 10.6969(2) 10.6969(2) 90.0 90.0 90.0,293,A2B2X7,Dineodymium dizirconate,,,6.33,2009,01-078-7483,,
249976,F d -3 m Z,Sm2 (Zr2 O7),Ca2Nb2O7,"Inorganic Chemistry (2009) 48, (24) p. 11498-11500",10.5775(3) 10.5775(3) 10.5775(3) 90.0 90.0 90.0,293,A2B2X7,Disamarium dizirconate,,,6.68,2009,01-078-7485,,
250763,F d -3 m Z,(Gd1.4 Tb0.6) Zr2 O7,Eu2Zr2O7,"Inorganic Chemistry (2013) 52, (15) p. 8409-8415",10.5036 10.5036 10.5036 90. 90. 90.,293,A2B2X7,Gadolinium-1.4 terbium-0.6 dizirconate,,,6.99,2013,01-084-2988,,
252126,F d -3 m Z,Pb2 Ir2 O7,Ca2Nb2O7,"Materials Research Express (2014) 1, (4)  Article ID 046304 (p. 1-12)",10.1754(4) 10.1754(4) 10.1754(4) 90. 90. 90.,300,A2B2X7,Dilead(II) heptaoxodiiridate(V),,,11.5,2014,01-084-9216,,
252127,F d -3 m Z,Pb2 Ir2 O7,Ca2Nb2O7,"Materials Research Express (2014) 1, (4)  Article ID 046304 (p. 1-12)",10.15771(16) 10.15771(16) 10.15771(16) 90. 90. 90.,14,A2B2X7,Dilead(II) heptaoxodiiridate(V),,,11.57,2014,01-084-9217,,
252128,F d -3 m Z,(Pb1.5 Bi0.5) Ir2 O7,Ca2Nb2O7,"Materials Research Express (2014) 1, (4)  Article ID 046304 (p. 1-12)",10.1838(2) 10.1838(2) 10.1838(2) 90. 90. 90.,300,A2B2X7,Lead(II)-1.5 bismuth-0.5 heptaoxodiiridate(IV/V),,,11.49,2014,01-084-9218,,
252129,F d -3 m Z,(Pb1.5 Bi0.5) Ir2 O7,Ca2Nb2O7,"Materials Research Express (2014) 1, (4)  Article ID 046304 (p. 1-12)",10.16648(17) 10.16648(17) 10.16648(17) 90. 90. 90.,14,A2B2X7,Lead(II)-1.5 bismuth-0.5 heptaoxodiiridate(IV/V),,,11.55,2014,01-084-9219,,
252130,F d -3 m Z,(Pb Bi) Ir2 O7,Ca2Nb2O7,"Materials Research Express (2014) 1, (4)  Article ID 046304 (p. 1-12)",10.19191(17) 10.19191(17) 10.19191(17) 90. 90. 90.,300,A2B2X7,Lead(II) bismuth heptaoxodiiridate(IV/V),,,11.48,2014,01-084-9220,,
252131,F d -3 m Z,(Pb Bi) Ir2 O7,Ca2Nb2O7,"Materials Research Express (2014) 1, (4)  Article ID 046304 (p. 1-12)",10.17531(14) 10.17531(14) 10.17531(14) 90. 90. 90.,14,A2B2X7,Lead(II) bismuth heptaoxodiiridate(IV/V),,,11.53,2014,01-084-9221,,
252132,F d -3 m Z,(Pb0.5 Bi1.5) Ir2 O7,Ca2Nb2O7,"Materials Research Express (2014) 1, (4)  Article ID 046304 (p. 1-12)",10.21714(21) 10.21714(21) 10.21714(21) 90. 90. 90.,300,A2B2X7,Lead(II)-0.5 bismuth-1.5 heptaoxodiiridate(IV/V),,,11.4,2014,01-084-9222,,
252133,F d -3 m Z,(Pb0.5 Bi1.5) Ir2 O7,Ca2Nb2O7,"Materials Research Express (2014) 1, (4)  Article ID 046304 (p. 1-12)",10.20081(16) 10.20081(16) 10.20081(16) 90. 90. 90.,14,A2B2X7,Lead(II)-0.5 bismuth-1.5 heptaoxodiiridate(IV/V),,,11.46,2014,01-084-9223,,
252134,F d -3 m Z,Bi2 Ir2 O7,Ca2Nb2O7,"Materials Research Express (2014) 1, (4)  Article ID 046304 (p. 1-12)",10.1841(4) 10.1841(4) 10.1841(4) 90. 90. 90.,300,A2B2X7,Dibismuth heptaoxodiiridate(IV),,,11.52,2014,01-084-9224,,
252135,F d -3 m Z,Bi2 Ir2 O7,Ca2Nb2O7,"Materials Research Express (2014) 1, (4)  Article ID 046304 (p. 1-12)",10.1669(2) 10.1669(2) 10.1669(2) 90. 90. 90.,14,A2B2X7,Dibismuth heptaoxodiiridate(IV),,,11.58,2014,01-084-9225,,
252236,F d -3 m Z,Ho2 Ti2 O7,Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (2015) 92, (2)  Article ID 024110 (p. 1-7)",10.103421(1) 10.103421(1) 10.103421(1) 90. 90. 90.,295,A2B2X7,Diholmium heptaoxodititanate,,,6.93,2015,01-084-9320,,
252237,F d -3 m Z,Yb2 Ti2 O7,Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (2015) 92, (2)  Article ID 024110 (p. 1-7)",10.034243(1) 10.034243(1) 10.034243(1) 90. 90. 90.,295,A2B2X7,Diytterbium heptaoxodititanate,,,7.28,2015,01-084-9321,,
252238,F d -3 m Z,Er2 Ti2 O7,Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (2015) 92, (2)  Article ID 024110 (p. 1-7)",10.077044(1) 10.077044(1) 10.077044(1) 90. 90. 90.,295,A2B2X7,Dierbium heptaoxodititanate,,,7.04,2015,01-084-9322,,
253061,F d -3 m Z,La2 Zr2 O7,Ca2Nb2O7,"Journal of Alloys and Compounds (2016) 686,  p. 130-136",10.799(8) 10.799(8) 10.799(8) 90. 90. 90.,293,A2B2X7,Dilanthanum dizirconate,,,6.03,2016,01-085-6855,,
253063,F d -3 m Z,La2 Zr2 O7,Ca2Nb2O7,"Journal of Alloys and Compounds (2016) 686,  p. 130-136",10.798(3) 10.798(3) 10.798(3) 90. 90. 90.,293,A2B2X7,Dilanthanum dizirconate,,,6.04,2016,01-085-6857,,
253759,F d -3 m Z,Ca Y (Y0.5 Nb1.5 O7),Ca2Nb2O7,"ChemistrySelect (2016) 1, (13) p. 3413-3422",10.4590(2) 10.4590(2) 10.4590(2) 90. 90. 90.,293,A2B2X7,Calcium yttrium diniobate,,,4.93,2016,01-086-2530,,
253760,F d -3 m Z,Ca Y (Y0.45 Eu0.05 Nb1.5 O7),Ca2Nb2O7,"ChemistrySelect (2016) 1, (13) p. 3413-3422",10.4618(2) 10.4618(2) 10.4618(2) 90. 90. 90.,293,A2B2X7,Calcium yttrium diniobate-(Eu:0.05),,,4.96,2016,01-086-2531,,
253761,F d -3 m Z,Ca Y (Y0.35 Eu0.15 Nb1.5 O7),Ca2Nb2O7,"ChemistrySelect (2016) 1, (13) p. 3413-3422",10.4689(2) 10.4689(2) 10.4689(2) 90. 90. 90.,293,A2B2X7,Calcium yttrium diniobate-(Eu:0.15),,,5.03,2016,01-086-2532,,
253762,F d -3 m Z,Ca Y (Y0.25 Eu0.25 Nb1.5 O7),Ca2Nb2O7,"ChemistrySelect (2016) 1, (13) p. 3413-3422",10.4747(2) 10.4747(2) 10.4747(2) 90. 90. 90.,293,A2B2X7,Calcium yttrium diniobate-(Eu:0.25),,,5.09,2016,01-086-2533,,
253763,F d -3 m Z,Ca Y (Y0.125 Eu0.375 Nb1.5 O7),Ca2Nb2O7,"ChemistrySelect (2016) 1, (13) p. 3413-3422",10.4832(2) 10.4832(2) 10.4832(2) 90. 90. 90.,293,A2B2X7,Calcium yttrium diniobate-(Eu:0.375),,,5.17,2016,01-086-2534,,
253764,F d -3 m Z,Ca Y (Y0 Eu0.5 Nb1.5 O7),Ca2Nb2O7,"ChemistrySelect (2016) 1, (13) p. 3413-3422",10.4890(2) 10.4890(2) 10.4890(2) 90. 90. 90.,293,A2B2X7,Calcium yttrium diniobate-(Eu:0.5),,,5.25,2016,01-086-2535,,
253765,F d -3 m Z,(Ca Y0.875 Eu0.125) (Y0 Eu0.5 Nb1.5 O7),Ca2Nb2O7,"ChemistrySelect (2016) 1, (13) p. 3413-3422",10.4991(2) 10.4991(2) 10.4991(2) 90. 90. 90.,293,A2B2X7,Calcium yttrium diniobate-(Eu:0.625),,,5.33,2016,01-086-2536,,
257465,F d -3 m Z,La2 Y0.6667 Zr0.6667 Nb0.6667 O7,Ca2Nb2O7,"New Journal of Chemistry (2017) 41, (1) p. 245-255",10.80698 10.80698 10.80698 90. 90. 90.,293,A2B2X7,Lanthanum yttrium zirconium nyobium oxide,,,6.02,2017,01-086-3967,,
257466,F d -3 m Z,Nd2 Y0.6667 Zr0.6667 Nb0.6667 O7,Ca2Nb2O7,"New Journal of Chemistry (2017) 41, (1) p. 245-255",10.68908 10.68908 10.68908 90. 90. 90.,293,A2B2X7,Neodymium yttrium zirconium nyobium oxide,,,6.34,2017,01-086-3968,,
257467,F d -3 m Z,Sm2 Y0.6667 Zr0.6667 Nb0.6667 O7,Ca2Nb2O7,"New Journal of Chemistry (2017) 41, (1) p. 245-255",10.62310 10.62310 10.62310 90. 90. 90.,293,A2B2X7,Samarium yttrium zirconium nyobium oxide,,,6.59,2017,01-086-3969,,
257687,F d -3 m Z,Nd2 Hf2 O7,Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (2015) 92, (18)  Article ID 184418 (p. 1-10)",10.6389(1) 10.6389(1) 10.6389(1) 90. 90. 90.,0.6,A2B2X7,Neodymium hafnate,,,8.35,2015,01-086-4164,,
258277,F d -3 m Z,Gd2 (Hf1.6 Ti0.4) O7,Ca2Nb2O7,"Journal of Materials Science (2017) 52, (20) p. 11933-11946",10.42488(2) 10.42488(2) 10.42488(2) 90. 90. 90.,293,A2B2X7,Gadolinium hafnate titanate,,,8.57,2017,01-086-4674,,
258279,F d -3 m Z,Gd2 (Hf0.8 Ti1.2) O7,Ca2Nb2O7,"Journal of Materials Science (2017) 52, (20) p. 11933-11946",10.32151(1) 10.32151(1) 10.32151(1) 90. 90. 90.,293,A2B2X7,Gadolinium hafnate titanate,,,7.57,2017,01-086-4675,,
258280,F d -3 m Z,Gd2 (Hf0.4 Ti1.6) O7,Ca2Nb2O7,"Journal of Materials Science (2017) 52, (20) p. 11933-11946",10.27171(4) 10.27171(4) 10.27171(4) 90. 90. 90.,293,A2B2X7,Gadolinium hafnate titanate,,,7.04,2017,01-086-4676,,
258281,F d -3 m Z,Gd2 Ti2 O7,Ca2Nb2O7,"Journal of Materials Science (2017) 52, (20) p. 11933-11946",10.20606(4) 10.20606(4) 10.20606(4) 90. 90. 90.,293,A2B2X7,Gadolinium titanate,,,6.53,2017,01-086-4677,,
258282,F d -3 m Z,Gd2 Hf2 O7,Ca2Nb2O7,"Journal of Materials Science (2017) 52, (20) p. 11933-11946",10.49404(2) 10.49404(2) 10.49404(2) 90. 90. 90.,293,A2B2X7,Gadolinium hafnate,,,9.01,2017,01-086-4678,,
258283,F d -3 m Z,Gd2 (Hf1.6 Ti0.4) O7,Ca2Nb2O7,"Journal of Materials Science (2017) 52, (20) p. 11933-11946",10.42064(3) 10.42064(3) 10.42064(3) 90. 90. 90.,293,A2B2X7,Gadolinium hafnate titanate,,,8.58,2017,01-086-4679,,
258284,F d -3 m Z,Gd2 (Hf1.2 Ti0.8) O7,Ca2Nb2O7,"Journal of Materials Science (2017) 52, (20) p. 11933-11946",10.36858(1) 10.36858(1) 10.36858(1) 90. 90. 90.,293,A2B2X7,Gadolinium hafnate titanate,,,8.09,2017,01-086-4680,,
258285,F d -3 m Z,Gd2 (Hf0.8 Ti1.2) O7,Ca2Nb2O7,"Journal of Materials Science (2017) 52, (20) p. 11933-11946",10.31717(2) 10.31717(2) 10.31717(2) 90. 90. 90.,293,A2B2X7,Gadolinium hafnate titanate,,,7.58,2017,01-086-4681,,
258286,F d -3 m Z,Gd2 Ti2 O7,Ca2Nb2O7,"Journal of Materials Science (2017) 52, (20) p. 11933-11946",10.2092(6) 10.2092(6) 10.2092(6) 90. 90. 90.,293,A2B2X7,Gadolinium titanate,,,6.52,2017,01-086-4682,,
258388,F d -3 m Z,Y2 Ga Sb O7,Ca2Nb2O7,"Journal of Alloys and Compounds (2017) 714,  p. 318-330",10.1777(1) 10.1777(1) 10.1777(1) 90. 90. 90.,293,A2B2X7,Yttrium gallium antimonate(V),,,6.06,2017,01-086-4774,,
258907,F d -3 m Z,(Sm2 Zr2) O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2017) 255,  p. 121-128",10.5774(1) 10.5774(1) 10.5774(1) 90. 90. 90.,293,A2B2X7,Disamarium dizirconate,,,6.68,2017,01-086-5239,,
258908,F d -3 m Z,(Sm1.9 Sc0.1 Zr1.9 Ce0.1) O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2017) 255,  p. 121-128",10.5758(2) 10.5758(2) 10.5758(2) 90. 90. 90.,293,A2B2X7,Samarium scandium zirconium cerium oxide (1.9/0.1/1.9/0.1/7),,,6.62,2017,01-086-5240,,
258909,F d -3 m Z,(Sm1.8 Sc0.18 Ce0.02 Zr1.8 Ce0.18 Sc0.02) O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2017) 255,  p. 121-128",10.5718(2) 10.5718(2) 10.5718(2) 90. 90. 90.,293,A2B2X7,Samarium scandium zirconium cerium oxide (1.8/0.2/1.8/0.2/7),,,6.56,2017,01-086-5241,,
258910,F d -3 m Z,(Sm1.7 Sc0.24 Ce0.06 Zr1.7 Ce0.24 Sc0.06) O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2017) 255,  p. 121-128",10.5680(2) 10.5680(2) 10.5680(2) 90. 90. 90.,293,A2B2X7,Samarium scandium zirconium cerium oxide (1.7/0.3/1.7/0.3/7),,,6.51,2017,01-086-5242,,
258911,F d -3 m Z,(Sm1.6 Sc0.27 Ce0.13 Zr1.6 Ce0.27 Sc0.13) O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2017) 255,  p. 121-128",10.5600(4) 10.5600(4) 10.5600(4) 90. 90. 90.,293,A2B2X7,Samarium scandium zirconium cerium oxide (1.6/0.4/1.6/0.4/7),,,6.46,2017,01-086-5243,,
259018,F d -3 m Z,Pb2 Co2 O7,Ca2Nb2O7,"Inorganic Chemistry (2017) 56, (19) p. 11676-11680",9.95776(2) 9.95776(2) 9.95776(2) 90. 90. 90.,293,A2B2X7,Dilead(III/IV) dicobalt(III/IV) oxide,,,8.67,2017,01-086-5339,,
259149,F d -3 m Z,Nd2 Zr2 O7,Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (2015) 92, (22)  Article ID 224430 (p. 1-12)",10.6611(1) 10.6611(1) 10.6611(1) 90. 90. 90.,5,A2B2X7,Neodymium zirconium oxide (2/2/7),,,6.39,2015,01-086-5450,,
259150,F d -3 m Z,Nd2 Zr2 O7,Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (2015) 92, (22)  Article ID 224430 (p. 1-12)",10.6735(7) 10.6735(7) 10.6735(7) 90. 90. 90.,290,A2B2X7,Neodymium zirconium oxide (2/2/7),,,6.36,2015,01-086-5451,,
259364,F d -3 m Z,Nd2 Ir2 O7,Ca2Nb2O7,"Physical Review B (2016) 94, (16)  Article ID 161102 (p. 1-5)",10.3683(2) 10.3683(2) 10.3683(2) 90. 90. 90.,293,A2B2X7,Neodymium iridium(IV) oxide (2/2/7),,,9.38,2016,01-086-5646,,
261415,F d -3 m Z,Sm2 Zr2 O7,Ca2Nb2O7,"Inorganic Chemistry (2011) 50, (6) p. 2354-2365",10.6305(2) 10.6305(2) 10.6305(2) 90. 90. 90.,293,A2B2X7,Disamarium dizirconate,,,6.58,2011,01-080-7325,,
261758,F d -3 m Z,Gd2 Zr2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2011) 184, (7) p. 1695-1698",10.5249(2) 10.5249(2) 10.5249(2) 90. 90. 90.,4,A2B2X7,Digadolinium dizirconate,,,6.94,2011,01-080-7637,,
261759,F d -3 m Z,Gd2 Zr2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2011) 184, (7) p. 1695-1698",10.54010(4) 10.54010(4) 10.54010(4) 90. 90. 90.,295,A2B2X7,Digadolinium dizirconate,,,6.91,2011,01-080-7638,,
261854,F d -3 m Z,Nd2 Zr2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2011) 184, (8) p. 2108-2113",10.6424(1) 10.6424(1) 10.6424(1) 90. 90. 90.,293,A2B2X7,Dineodymium dizirconate,,,6.42,2011,01-080-7712,,
261855,F d -3 m Z,Ho0.2 Nd1.8 Zr2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2011) 184, (8) p. 2108-2113",10.6049(2) 10.6049(2) 10.6049(2) 90. 90. 90.,293,A2B2X7,Holmium neodymium zirconate (0.2/1.8/2),,,6.54,2011,01-080-7713,,
261856,F d -3 m Z,Ho0.4 Nd1.6 Zr2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2011) 184, (8) p. 2108-2113",10.5871(1) 10.5871(1) 10.5871(1) 90. 90. 90.,293,A2B2X7,Holmium neodymium zirconate (0.4/1.6/2),,,6.62,2011,01-080-7714,,
261857,F d -3 m Z,Ho0.6 Nd1.4 Zr2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2011) 184, (8) p. 2108-2113",10.5652(2) 10.5652(2) 10.5652(2) 90. 90. 90.,293,A2B2X7,Holmium neodymium zirconate (0.6/1.4/2),,,6.71,2011,01-080-7715,,
261858,F d -3 m Z,Ho0.8 Nd1.2 Zr2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2011) 184, (8) p. 2108-2113",10.5607(3) 10.5607(3) 10.5607(3) 90. 90. 90.,293,A2B2X7,Holmium neodymium zirconate (0.8/1.2/2),,,6.76,2011,01-080-7716,,
261859,F d -3 m Z,Ho0.9 Nd1.1 Zr2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2011) 184, (8) p. 2108-2113",10.5563(3) 10.5563(3) 10.5563(3) 90. 90. 90.,293,A2B2X7,Holmium neodymium zirconate (0.9/1.1/2),,,6.79,2011,01-080-7717,,
